typicalGlazingRatio typicalWindowWidth groundGlazingRatio groundWindowWidth buildingDepth balconyWidth siteWidth siteLength floorDepth groundHeight typicalHeight levelNo skylightArea netTotalArea netGroundArea buildingHeight atriumVolume roofArea groundSDA firstSDA groundASE firstASE
0.8 4 0.9 3 16 2 47 74 0.4 5 3 4 630 24328 3478 17 10710 2848 100.0 NaN 29.7 NaN
0.8 3 0.8 3 19 2 75 66 0.5 6 3 2 1036 17176 4950 12 12432 3914 100.0 58.7 37.0 10.2
0.9 4 0.9 4 15 1 56 65 0.7 4 3 2 910.0 12488 3640 10 9100 2730 100.0 NaN 32.4 NaN
0.7 2 0.9 2 16 4 43 78 0.3 5 3 6 506.0 34092 3354 23 11638 2848 NaN NaN NaN NaN
0.9 3 0.7 2 21 6 77 74 0.8 5 3 9 1120 83952 5698 32 35840 4578 78.3 38.2 11.6 7.0
0.7 3 0.8 3 15 2 70 48 0.4 6 3 9 720.0 51768 3360 33 23760 2640 100.0 49.2 28.2 5.4
0.7 3 0.9 4 20 6 57 60 0.4 6 3 3 340 17736 3420 15 5100 3080 100.0 49.8 33.3 5.8
0.7 2 0.7 3 28 1 80 69 0.3 6 3 6 312 63900 5520 24 7488 5208 90.6 36.2 14.5 2.5
0.7 4 0.8 4 19 2 53 64 0.3 4 3 8 390 49712 3392 28 10920 3002 79.8 45.0 16.2 6.2
0.8 3 0.7 2 15 6 48 62 0.9 6 3 2 576.0 9264 2976 12 6912 2400 100.0 50.0 30.6 7.5
0.7 3 0.8 4 22 4 57 73 0.3 3 3 4 377.0 30180 4161 15 5655 3784 48.9 44.0 7.3 5.7
0.9 2 0.9 3 23 1 62 70 0.8 3 3 4 384.0 32848 4340 15 5760 3956 39.1 38.8 8.7 4.4
0.8 4 0.8 4 18 4 46 75 0.3 6 3 8 390 48432 3450 30 11700 3060 NaN NaN NaN NaN
0.7 3 0.9 4 20 1 68 53 0.3 4 3 9 364 60822 3604 31 11284 3240 79.0 42.9 16.9 4.5
0.7 4 0.7 4 18 5 72 80 0.4 5 3 4 1584.0 36144 5760 17 26928 4176 100.0 46.8 25.1 5.9
0.9 3 0.9 4 20 4 51 74 0.4 3 3 8 374.0 54000 3774 27 10098 3400 NaN NaN NaN NaN
0.8 3 0.8 2 21 2 58 53 0.4 6 3 1 176 5848 3074 9 1584 2898 100.0 59.1 23.5 10.5
0.8 2 0.9 2 17 6 53 51 0.4 3 3 6 323 27042 2703 21 6783 2380 61.6 59.5 9.8 5.3
0.8 2 0.8 4 15 1 43 65 0.5 6 3 10 455.0 50350 2795 36 16380 2340 100.0 50.8 27.9 5.6
0.7 4 0.8 4 15 6 65 43 0.6 3 3 10 455.0 44150 2795 33 15015 2340 57.4 57.0 5.9 7.6
0.9 4 0.8 2 16 2 47 79 0.7 3 3 1 705 6457 3713 6 4230 3008 60.9 74.2 16.0 13.5
0.9 4 0.7 3 17 2 57 61 0.5 5 3 9 621 55053 3477 32 19872 2856 97.7 51.1 15.9 8.5
0.9 2 0.7 2 15 6 41 77 0.7 4 3 6 517.0 29742 3157 22 11374 2640 78.6 61.8 9.9 9.7
0.7 4 0.8 4 18 2 70 58 0.6 4 3 3 748 21396 4060 13 9724 3312 NaN NaN NaN NaN
0.7 3 0.8 2 24 4 61 73 0.8 5 3 1 325 8213 4453 8 2600 4128 98.9 31.2 16.7 4.8
0.8 2 0.8 2 16 4 72 66 0.5 6 3 4 1360 29952 4752 18 24480 3392 100.0 55.7 30.4 4.7
0.9 4 0.9 2 26 4 72 67 0.6 6 3 2 300 18008 4824 12 3600 4524 100.0 37.2 17.6 6.2
0.8 4 0.7 3 15 5 46 61 0.5 3 3 10 496 45460 2806 33 16368 2310 56.3 64.5 8.1 9.8
0.8 3 0.7 4 20 4 77 63 0.5 6 3 10 851 83070 4851 36 30636 4000 99.3 44.2 18.8 6.5
0.9 3 0.9 3 15 3 45 65 1 4 3 10 525 49890 2925 34 17850 2400 78.3 43.6 17.5 8.9
0.7 4 0.9 4 16 3 47 62 0.8 6 3 9 450 45648 2914 33 14850 2464 NaN NaN NaN NaN
0.8 2 0.8 4 20 5 54 78 0.5 3 3 9 532 65448 4212 30 15960 3680 42.2 45.1 5.8 4.6
0.9 4 0.8 3 16 2 54 44 0.4 4 3 4 264 17344 2376 16 4224 2112 92.8 63.0 15.1 10.6
0.8 3 0.8 2 15 5 56 41 0.9 5 3 10 286.0 38360 2296 35 10010 2010 97.8 NaN 12.3 NaN
0.7 2 0.9 2 25 1 79 60 0.8 6 3 4 290.0 36432 4740 18 5220 4450 96.7 28.8 16.9 0.3
0.9 2 0.7 4 15 2 73 74 0.7 3 3 5 1892.0 42740 5402 18 34056 3510 57.9 61.7 16.7 11.1
0.7 2 0.7 3 18 5 66 46 0.9 5 3 1 300 5272 3036 8 2400 2736 NaN NaN NaN NaN
0.8 4 0.9 4 20 3 51 67 0.7 4 3 6 297.0 37638 3417 22 6534 3120 70.8 40.4 15.1 6.4
0.8 3 0.9 2 18 1 60 51 0.7 6 3 7 360 39746 3060 27 9720 2700 100.0 42.0 17.1 6.3
0.8 2 0.8 3 15 6 76 42 0.4 4 3 7 552 34944 3192 25 13800 2640 88.8 67.5 13.7 3.9
0.8 2 0.7 3 19 3 51 54 0.9 5 3 2 208 10180 2754 11 2288 2546 99.7 39.7 16.5 4.6
0.8 3 0.7 4 15 2 75 69 0.6 3 3 5 1755.0 41215 5175 18 31590 3420 61.2 63.1 19.0 11.7
0.9 4 0.8 3 16 5 43 62 0.5 5 3 10 330.0 44920 2666 35 11550 2336 NaN NaN NaN NaN
0.9 3 0.7 4 17 5 55 55 0.6 3 3 8 441.0 40712 3025 27 11907 2584 49.0 57.6 9.1 9.7
0.8 4 0.7 2 18 5 80 48 0.9 5 3 2 528 12984 3840 11 5808 3312 97.6 37.3 12.1 5.7
0.8 4 0.8 3 17 3 61 49 0.9 5 3 5 405 26425 2989 20 8100 2584 97.3 38.8 21.2 6.6
0.8 2 0.8 3 20 5 51 76 0.7 6 3 1 396.0 6786 3876 9 3564 3480 100.0 44.9 31.5 5.0
0.7 4 0.7 2 20 5 57 57 0.8 4 3 10 289.0 57690 3249 34 9826 2960 58.2 35.6 4.3 6.1
0.8 4 0.9 3 17 3 51 65 0.7 6 3 2 527 11558 3315 12 6324 2788 100.0 51.7 39.5 7.3
0.8 2 0.7 3 15 2 41 58 1 3 3 8 308.0 34208 2378 27 8316 2070 41.2 37.3 7.3 5.5
0.8 4 0.8 3 20 2 51 74 0.8 5 3 7 374.0 48846 3774 26 9724 3400 NaN NaN NaN NaN
0.9 3 0.9 3 18 6 78 77 0.7 6 3 9 1722.0 82350 6006 33 56826 4284 100.0 52.3 29.9 9.1
0.7 3 0.8 4 15 2 51 44 0.5 5 3 7 294 28266 2244 26 7644 1950 100.0 52.2 24.8 6.1
0.9 3 0.7 2 15 3 78 50 0.9 6 3 5 960 31980 3900 21 20160 2940 100.0 46.7 24.4 9.5
0.8 2 0.8 3 19 2 52 58 0.4 6 3 5 280 28000 3016 21 5880 2736 100.0 48.6 26.8 4.3
0.8 3 0.8 3 15 1 49 67 1 4 3 4 703.0 22988 3283 16 11248 2580 83.6 45.1 20.8 9.8
0.8 4 0.8 4 20 5 51 68 0.4 5 3 8 308.0 49104 3468 29 8932 3160 94.5 48.2 20.4 7.2
0.9 3 0.7 3 17 3 76 66 0.5 5 3 4 1344 32832 5016 17 22848 3672 100.0 57.8 24.8 8.1
0.9 2 0.8 2 17 2 46 50 0.6 5 3 9 192.0 38520 2300 32 6144 2108 98.9 51.7 16.9 8.6
0.7 4 0.8 4 18 4 70 48 0.3 3 3 2 408 11760 3360 9 3672 2952 60.6 55.7 11.7 6.6
0.8 4 0.8 4 20 6 65 52 0.7 5 3 5 300 29360 3380 20 6000 3080 NaN NaN NaN NaN
0.9 3 0.9 4 16 1 56 44 0.7 6 3 6 288 27384 2464 24 6912 2176 100.0 50.6 33.8 8.5
0.9 3 0.8 2 19 4 70 57 0.9 3 3 7 608.0 48300 3990 24 14592 3382 38.9 38.3 6.2 7.4
0.8 3 0.8 4 17 5 46 62 0.4 5 3 4 336 19472 2852 17 5712 2516 100.0 61.2 24.3 8.9
0.9 4 0.8 3 16 4 58 58 0.9 5 3 7 676.0 39004 3364 26 17576 2688 100.0 49.1 19.8 9.0
0.8 2 0.7 4 15 2 51 40 0.9 5 3 9 210.0 33570 2040 32 6720 1830 97.3 42.8 14.7 4.1
0.9 2 0.7 3 16 5 47 53 0.5 3 3 10 315.0 42070 2491 33 10395 2176 49.5 64.4 5.8 9.3
0.8 4 0.7 4 25 4 61 70 0.4 4 3 10 220 80080 4270 34 7480 4050 53.3 39.4 7.8 5.0
0.9 3 0.9 2 15 4 41 57 0.8 5 3 3 297.0 12027 2337 14 4158 2040 100.0 53.2 23.1 10.0
0.9 2 0.8 3 15 6 67 49 0.9 3 3 4 703.0 20188 3283 15 10545 2580 50.4 53.0 13.7 7.0
0.8 4 0.9 2 15 1 47 70 0.4 5 3 10 680 57820 3290 35 23800 2610 100.0 55.7 24.0 8.0
0.8 4 0.8 2 22 4 54 76 0.9 5 3 2 320.0 14976 4104 11 3520 3784 88.7 34.8 14.6 6.0
0.9 4 0.7 4 17 2 52 70 0.4 6 3 4 648 25600 3640 18 11664 2992 100.0 64.4 28.6 12.7
0.9 3 0.8 2 21 3 63 77 0.4 3 3 8 735 68760 4851 27 19845 4116 45.8 46.0 6.1 7.4
0.7 3 0.7 3 18 1 58 75 0.5 3 3 8 858.0 61728 4350 27 23166 3492 NaN NaN NaN NaN
0.7 2 0.9 3 16 4 69 69 0.6 6 3 1 1369.0 7497 4761 9 12321 3392 100.0 72.0 48.5 4.1
0.7 3 0.7 4 15 1 44 56 0.4 3 3 4 364 17920 2464 15 5460 2100 62.7 65.9 11.4 8.3
0.8 3 0.7 2 16 5 43 65 0.9 5 3 8 363.0 37496 2795 29 10527 2432 93.6 44.2 13.4 7.3
0.9 3 0.9 3 16 2 68 42 0.4 4 3 2 360.0 10304 2856 10 3600 2496 98.2 72.9 21.9 12.6
0.7 2 0.7 2 17 6 74 45 0.3 6 3 6 440 32784 3330 24 10560 2890 100.0 56.9 11.7 3.8
0.7 2 0.8 4 19 4 64 59 0.3 3 3 4 546 26264 3776 15 8190 3230 59.2 48.1 12.8 4.0
0.8 3 0.8 2 17 5 47 47 0.4 5 3 2 169.0 7778 2209 11 1859 2040 100.0 61.1 22.9 9.3
0.9 2 0.8 4 18 6 46 55 0.4 5 3 6 190 26268 2530 23 4370 2340 NaN NaN NaN NaN
0.9 4 0.9 2 16 2 67 66 0.6 4 3 5 1190 36810 4422 19 22610 3232 99.6 59.5 20.5 10.7
0.8 2 0.8 2 16 6 44 44 0.7 6 3 2 144 6592 1936 12 1728 1792 NaN NaN NaN NaN
0.9 4 0.8 4 17 2 80 62 1 3 3 3 1288 24960 4960 12 15456 3672 46.4 44.9 16.2 9.3
0.8 4 0.8 4 15 6 75 40 0.4 6 3 4 450 18984 3000 18 8100 2550 100.0 68.1 33.1 9.4
0.8 4 0.9 2 19 3 65 72 0.9 3 3 9 918 72360 4680 30 27540 3762 41.6 NaN 8.0 NaN
0.8 2 0.9 2 19 4 51 72 0.9 4 3 10 442.0 64620 3672 34 15028 3230 65.5 35.5 13.0 4.7
0.8 2 0.8 2 27 5 76 69 0.4 6 3 10 330 96880 5244 36 11880 4914 92.7 38.1 11.4 3.0
0.8 4 0.8 4 19 2 54 64 1 3 3 3 416 18936 3456 12 4992 3040 37.0 31.5 10.8 8.6
0.7 2 0.8 3 16 1 59 43 0.4 6 3 4 297 18788 2537 18 5346 2240 100.0 60.9 28.6 6.1
0.9 4 0.9 2 15 6 54 40 0.5 3 3 5 240.0 17640 2160 18 4320 1920 65.4 72.3 11.0 11.5
0.7 4 0.8 3 18 2 54 48 0.3 4 3 1 216.0 4832 2592 7 1512 2376 100.0 75.0 18.1 9.8
0.9 4 0.9 4 29 4 77 80 0.8 5 3 6 418.0 69060 6160 23 9614 5742 68.4 28.4 17.3 5.4
0.7 4 0.8 3 16 6 74 46 1 5 3 8 588 43232 3404 29 17052 2816 94.1 43.5 14.3 6.7
0.7 2 0.7 3 21 4 80 56 0.5 6 3 3 532.0 23844 4480 15 7980 3948 100.0 39.2 21.4 2.9
0.8 2 0.9 3 21 4 79 66 0.5 3 3 10 888.0 89880 5214 33 29304 4326 45.6 41.1 8.3 3.6
0.8 2 0.7 2 17 5 78 48 0.6 6 3 7 616 43344 3744 27 16632 3128 100.0 55.7 13.6 3.9
0.9 3 0.7 4 24 6 65 64 0.7 6 3 10 272 75080 4160 36 9792 3888 90.9 42.8 16.4 7.2
0.9 2 0.8 4 29 1 72 77 1 3 3 5 266 53760 5544 18 4788 5278 25.1 24.7 4.9 2.8
0.8 3 0.8 2 17 1 70 54 0.7 4 3 3 720.0 20172 3780 13 9360 3060 90.8 53.4 21.4 10.4
0.9 2 0.8 2 17 3 48 75 0.9 6 3 8 574 50080 3600 30 17220 3026 100.0 42.6 21.3 5.3
0.8 3 0.8 2 15 5 42 51 0.6 4 3 5 252 18010 2142 19 4788 1890 90.9 64.1 18.2 9.9
0.8 3 0.7 3 15 4 71 58 0.9 4 3 3 1148.0 19416 4118 13 14924 2970 98.2 42.8 23.2 6.2
0.7 4 0.7 2 15 1 43 69 0.8 6 3 1 507.0 5319 2967 9 4563 2460 100.0 65.9 33.8 12.5
0.7 3 0.9 3 15 6 40 75 0.3 4 3 10 450 47460 3000 34 15300 2550 92.7 67.2 16.9 8.9
0.8 2 0.8 3 17 6 67 57 0.8 5 3 9 759 54567 3819 32 24288 3060 97.1 48.3 19.8 4.8
0.8 3 0.9 4 15 2 62 41 0.6 4 3 3 352.0 13632 2542 13 4576 2190 96.1 61.3 26.3 7.7
0.8 4 0.7 2 15 4 47 53 0.7 5 3 10 391.0 42070 2491 35 13685 2100 100.0 52.6 12.2 8.2
0.8 3 0.8 3 15 1 67 66 0.7 6 3 5 1332.0 36810 4422 21 27972 3090 100.0 58.5 38.7 12.2
0.8 2 0.7 2 17 2 49 52 0.9 5 3 3 270 14034 2548 14 3780 2278 99.5 39.6 16.3 6.7
0.8 3 0.7 2 18 5 67 51 0.9 3 3 5 465.0 29045 3417 18 8370 2952 37.2 37.7 5.2 5.4
0.7 2 0.8 3 23 5 63 74 0.8 3 3 8 476 66384 4662 27 12852 4186 35.3 33.1 6.6 0.3
0.8 2 0.7 4 22 5 61 60 0.5 5 3 2 272 13236 3660 11 2992 3388 NaN NaN NaN NaN
0.7 3 0.9 4 15 6 40 71 0.6 6 3 4 410 18056 2840 18 7380 2430 100.0 60.9 36.5 8.9
0.7 4 0.8 3 16 1 48 78 0.4 4 3 1 736.0 6624 3744 7 5152 3008 100.0 89.6 27.2 16.7
0.8 4 0.8 4 15 4 51 45 0.8 5 3 3 315 11769 2295 14 4410 1980 100.0 49.4 30.7 7.3
0.8 3 0.8 3 16 2 54 60 0.5 4 3 1 616 5648 3240 7 4312 2624 100.0 87.8 23.2 11.1
0.8 3 0.9 3 25 6 64 67 0.8 4 3 3 238.0 23466 4288 13 3094 4050 59.7 33.9 11.7 5.3
0.8 3 0.7 4 15 1 73 40 0.8 6 3 5 430 26500 2920 21 9030 2490 100.0 NaN 22.9 NaN
0.7 2 0.7 2 15 5 51 40 0.5 4 3 4 210.0 13840 2040 16 3360 1830 93.7 64.4 9.4 5.1
0.7 2 0.8 3 19 2 75 71 0.4 3 3 2 1221 18266 5325 9 10989 4104 61.3 58.6 16.9 8.6
0.9 4 0.8 2 17 4 78 76 0.5 4 3 10 1848 92560 5928 34 62832 4080 80.9 49.4 17.5 7.7
0.8 3 0.9 2 20 6 54 51 0.5 5 3 4 154 19640 2754 17 2618 2600 100.0 53.2 15.9 7.6
0.8 3 0.8 4 20 3 69 53 0.3 3 3 1 377.0 6649 3657 6 2262 3280 58.4 67.1 12.6 9.8
0.9 4 0.8 4 17 2 80 53 0.3 6 3 10 874.0 73300 4240 36 31464 3366 100.0 52.4 26.7 10.3
0.8 3 0.9 3 15 1 52 65 0.4 3 3 2 770.0 11744 3380 9 6930 2610 85.8 NaN 19.5 NaN
0.8 2 0.8 4 26 6 71 69 1 3 3 7 323 62293 4899 24 7752 4576 25.7 26.7 4.4 3.2
0.7 3 0.8 2 15 5 59 75 0.8 6 3 1 1305.0 6705 4425 9 11745 3120 100.0 56.1 43.4 6.7
0.8 3 0.9 4 19 2 51 59 0.6 4 3 9 273 50337 3009 31 8463 2736 75.7 45.3 15.0 6.9
0.7 4 0.8 4 18 4 52 69 0.5 4 3 8 528.0 49536 3588 28 14784 3060 NaN NaN NaN NaN
0.8 4 0.8 2 16 1 52 72 0.5 6 3 3 800 19692 3744 15 12000 2944 100.0 66.6 32.8 14.4
0.8 3 0.8 2 15 3 64 50 0.8 3 3 5 680 26800 3200 18 12240 2520 53.9 49.3 11.9 7.5
0.7 4 0.9 2 19 5 50 67 0.7 3 3 5 348 29210 3350 18 6264 3002 48.1 42.5 9.4 6.9
0.9 2 0.8 2 15 3 57 51 0.4 6 3 4 567.0 19692 2907 18 10206 2340 100.0 67.6 33.2 9.0
0.8 4 0.9 3 15 4 48 45 0.8 4 3 10 270 37220 2160 34 9180 1890 86.5 51.0 14.7 7.5
0.7 3 0.7 4 16 5 65 65 0.7 5 3 1 1089 6601 4225 8 8712 3136 100.0 60.8 31.2 6.7
0.8 4 0.9 4 23 4 58 70 0.6 5 3 8 288 59840 4060 29 8352 3772 86.6 38.3 18.7 5.5
0.8 4 0.9 2 16 3 54 45 0.4 6 3 8 286 34624 2430 30 8580 2144 100.0 56.1 19.6 7.9
0.9 3 0.7 2 15 2 73 42 1 4 3 10 516 53800 3066 34 17544 2550 66.2 39.2 3.4 7.1
0.7 3 0.8 4 16 6 43 67 0.4 4 3 3 385 14043 2881 13 5005 2496 95.8 61.7 19.7 8.3
0.7 4 0.9 2 17 2 45 47 0.7 6 3 7 143 27825 2115 27 3861 1972 100.0 43.9 22.5 6.9
0.8 4 0.9 4 16 6 47 43 0.8 3 3 9 165.0 30789 2021 30 4950 1856 47.9 54.6 8.3 8.1
0.8 3 0.8 2 15 6 40 48 0.9 4 3 7 180 22260 1920 25 4500 1740 81.1 53.5 10.9 8.9
0.8 3 0.9 3 19 2 49 49 0.8 6 3 1 121 4577 2401 9 1089 2280 100.0 51.0 33.3 7.9
0.7 3 0.8 4 16 3 67 80 0.3 3 3 6 1680 51036 5360 21 35280 3680 NaN NaN NaN NaN
0.7 4 0.8 4 28 3 68 76 0.7 6 3 4 240 39472 5168 18 4320 4928 91.5 28.2 18.1 4.5
0.8 4 0.8 2 16 2 53 64 0.4 6 3 2 672 11768 3392 12 8064 2720 100.0 82.8 34.2 11.0
0.8 2 0.8 3 16 1 77 51 0.8 6 3 2 855 13734 3927 12 10260 3072 100.0 59.2 38.1 15.7
0.8 3 0.9 2 15 4 79 67 0.7 3 3 8 1813.0 64168 5293 27 48951 3480 62.0 47.5 14.2 6.1
0.9 2 0.8 2 18 3 79 74 1 4 3 7 1634.0 66752 5846 25 40850 4212 68.4 32.4 14.5 4.3
0.8 4 0.7 4 16 1 47 51 0.8 6 3 1 285 4437 2397 9 2565 2112 100.0 67.4 35.8 16.2
0.7 3 0.8 3 24 3 68 79 0.9 3 3 4 620 39128 5372 15 9300 4752 33.7 24.7 7.4 4.0
0.9 4 0.9 4 21 3 58 66 0.8 6 3 6 384.0 41976 3828 24 9216 3444 100.0 39.6 27.8 7.2
0.7 3 0.8 3 23 2 76 72 0.9 3 3 3 780.0 29772 5472 12 9360 4692 38.4 30.2 10.7 5.9
0.8 2 0.8 3 15 4 66 40 0.5 3 3 3 360.0 13464 2640 12 4320 2280 61.8 55.8 13.9 3.7
0.7 4 0.8 3 19 5 57 48 1 3 3 1 190 4892 2736 6 1140 2546 43.2 35.6 12.0 6.7
0.7 3 0.7 4 18 5 48 77 0.4 6 3 2 492.0 12540 3696 12 5904 3204 100.0 48.5 28.4 6.5
0.7 3 0.8 4 21 4 63 52 0.8 4 3 8 210.0 48240 3276 28 5880 3066 60.1 32.9 10.7 4.4
0.9 3 0.8 4 25 2 71 76 0.4 3 3 2 546 20084 5396 9 4914 4850 45.0 48.4 10.0 9.3
0.9 3 0.7 4 15 4 41 41 0.6 5 3 4 121.0 12004 1681 17 2057 1560 100.0 62.2 20.7 10.8
0.7 3 0.7 4 21 4 66 58 0.6 3 3 8 384 55104 3828 27 10368 3444 41.5 37.4 5.9 4.8
0.7 2 0.9 3 15 2 47 63 0.9 3 3 2 561.0 10290 2961 9 5049 2400 57.7 49.7 16.1 8.3
0.7 3 0.9 4 17 6 48 76 0.5 3 3 10 588 58920 3648 33 19404 3060 52.0 50.4 9.5 6.7
0.7 3 0.7 4 15 1 64 52 0.8 6 3 7 748.0 40544 3328 27 20196 2580 100.0 40.9 28.0 5.8
0.8 4 0.7 4 15 6 62 40 0.4 4 3 4 320.0 15968 2480 16 5120 2160 93.4 70.4 15.5 9.6
0.7 3 0.9 2 16 6 79 57 0.7 4 3 7 1175.0 47761 4503 25 29375 3328 87.4 50.4 18.0 6.5
0.8 3 0.8 3 18 5 51 65 0.7 6 3 5 435 28275 3315 21 9135 2880 100.0 46.1 27.2 7.6
0.7 4 0.9 2 16 4 46 69 0.9 5 3 4 518 21432 3174 17 8806 2656 100.0 38.9 20.7 7.3
0.8 4 0.8 2 18 2 54 47 0.3 6 3 9 198 42714 2538 33 6534 2340 NaN NaN NaN NaN
0.8 3 0.8 4 16 2 59 46 0.5 4 3 2 378 9740 2714 10 3780 2336 100.0 66.3 22.6 10.6
0.7 2 0.8 2 15 6 43 52 0.8 3 3 7 286.0 25354 2236 24 6864 1950 53.3 52.1 9.1 0.7
0.8 2 0.7 2 15 6 63 40 0.4 6 3 8 330 32400 2520 30 9900 2190 100.0 72.1 12.6 5.1
0.8 3 0.8 4 15 3 49 54 1 6 3 10 456 45420 2646 36 16416 2190 100.0 41.2 25.5 6.9
0.8 2 0.8 2 15 2 57 47 0.9 4 3 3 459.0 14121 2679 13 5967 2220 94.4 49.4 19.3 6.4
0.9 3 0.7 3 18 6 68 49 0.6 5 3 2 416.0 11128 3332 11 4576 2916 100.0 59.4 17.8 10.1
0.8 2 0.7 2 15 6 46 71 0.6 6 3 3 656 15144 3266 15 9840 2610 100.0 62.3 25.9 6.6
0.8 2 0.9 4 26 2 69 75 0.8 4 3 1 391 9783 5175 7 2737 4784 61.8 35.5 15.3 5.0
0.8 2 0.8 2 28 6 73 67 0.9 6 3 5 187.0 45575 4891 21 3927 4704 86.6 28.1 12.6 3.1
0.7 4 0.9 4 17 3 67 51 0.8 6 3 6 561 35622 3417 24 13464 2856 100.0 38.5 31.4 6.0
0.7 3 0.8 4 24 1 62 69 0.5 6 3 2 294 16376 4278 12 3528 3984 NaN NaN NaN NaN
0.9 2 0.8 2 19 5 76 59 0.7 3 3 10 798 74800 4484 33 26334 3686 43.9 50.2 4.7 8.8
0.8 4 0.7 2 15 2 62 43 0.8 6 3 3 416 14160 2666 15 6240 2250 100.0 51.0 24.4 7.1
0.8 3 0.9 4 17 3 45 69 0.8 5 3 4 385.0 22052 3105 17 6545 2720 98.3 44.6 26.4 7.3
0.8 2 0.7 2 20 2 54 80 0.4 4 3 5 560 39240 4320 19 10640 3760 68.0 NaN 10.4 NaN
0.8 3 0.7 2 25 5 62 67 0.7 5 3 8 204.0 61712 4154 29 5916 3950 71.7 36.1 6.9 5.7
0.8 4 0.8 4 25 2 76 61 1 3 3 6 286 52932 4636 21 6006 4350 29.4 25.1 5.3 4.5
0.9 3 0.9 2 15 6 80 67 0.9 6 3 7 1850 53774 5360 27 49950 3510 100.0 54.3 29.6 10.4
0.7 4 0.8 3 19 1 70 54 1 3 3 1 512 6948 3780 6 3072 3268 42.2 39.5 13.3 8.6
0.8 2 0.9 2 21 5 71 62 0.4 3 3 5 580.0 38170 4402 18 10440 3822 52.0 NaN 10.4 NaN
0.7 4 0.8 3 20 6 80 58 0.9 4 3 3 720 23160 4640 13 9360 3920 66.7 34.7 15.4 6.1
0.8 3 0.8 3 17 3 46 80 0.6 5 3 4 552 25696 3680 17 9384 3128 98.1 49.7 23.5 7.7
0.8 4 0.8 3 15 3 51 78 0.7 3 3 3 1008.0 19494 3978 12 12096 2970 61.7 NaN 16.1 NaN
0.7 3 0.9 4 15 6 40 69 0.4 5 3 3 390.0 13194 2760 14 5460 2370 100.0 67.4 31.1 9.1
0.9 4 0.8 3 15 5 60 68 0.9 3 3 2 1140 12480 4080 9 10260 2940 56.8 58.2 17.0 8.7
0.9 4 0.9 4 17 6 76 51 0.8 4 3 6 714 37116 3876 22 15708 3162 81.5 48.4 18.7 9.2
0.8 4 0.8 3 24 5 77 60 0.8 6 3 3 348.0 25146 4620 15 5220 4272 98.4 32.4 21.1 4.9
0.7 4 0.9 2 16 3 45 79 0.4 6 3 5 611 30515 3555 21 12831 2944 100.0 49.1 28.0 6.9
0.8 3 0.8 3 18 1 75 62 0.7 4 3 3 1014 24456 4650 13 13182 3636 NaN NaN NaN NaN
0.8 3 0.7 3 20 6 63 67 0.5 3 3 7 621.0 49539 4221 24 14904 3600 45.5 48.2 6.3 7.2
0.8 3 0.8 3 23 1 71 77 1 5 3 3 775 30129 5467 14 10850 4692 86.3 31.4 17.4 6.5
0.8 3 0.8 4 16 5 43 50 0.6 6 3 1 198.0 3712 2150 9 1782 1952 NaN NaN NaN NaN
0.7 3 0.8 3 15 5 42 52 0.5 3 3 5 264 18320 2184 18 4752 1920 62.4 66.7 12.3 8.5
0.9 4 0.9 3 16 6 65 65 0.6 3 3 9 1089 57825 4225 30 32670 3136 55.4 66.7 10.5 11.4
0.7 3 0.8 3 16 3 66 52 0.9 6 3 2 680 11648 3432 12 8160 2752 100.0 41.2 35.7 5.4
0.9 3 0.8 2 26 3 76 67 0.4 5 3 10 360 95540 5092 35 12600 4732 NaN NaN NaN NaN
0.8 4 0.8 3 18 2 48 50 0.6 6 3 10 168.0 45120 2400 36 6048 2232 100.0 50.4 26.0 7.0
0.8 4 0.9 3 17 1 65 58 0.6 6 3 9 744 60138 3770 33 24552 3026 100.0 46.6 28.8 6.2
0.8 2 0.7 3 18 6 46 56 1 4 3 10 200 44480 2576 34 6800 2376 NaN NaN NaN NaN
0.9 4 0.7 2 15 1 78 40 0.9 5 3 3 480 16920 3120 14 6720 2640 98.9 48.4 16.3 8.0
0.7 4 0.7 2 15 2 48 66 0.4 3 3 3 648 16368 3168 12 7776 2520 66.8 70.8 13.2 11.8
0.8 3 0.8 3 22 1 66 60 0.7 4 3 8 352 59904 3960 28 9856 3608 NaN NaN NaN NaN
0.8 2 0.7 3 16 1 54 44 0.4 6 3 2 264 8832 2376 12 3168 2112 100.0 74.8 29.3 12.1
0.8 3 0.8 3 15 1 56 64 0.5 3 3 4 884.0 24640 3584 15 13260 2700 66.9 65.6 16.1 11.8
0.8 4 0.8 2 20 5 53 61 0.9 5 3 1 273.0 5753 3233 8 2184 2960 100.0 37.7 19.6 6.5
0.7 4 0.8 3 16 6 79 56 0.5 5 3 7 1128.0 47068 4424 26 29328 3296 100.0 62.3 25.8 7.6
0.8 2 0.8 4 23 6 66 56 0.4 4 3 5 200.0 33440 3696 19 3800 3496 67.9 45.5 11.8 3.6
0.8 4 0.8 4 16 1 75 42 0.8 4 3 5 430.0 28800 3150 19 8170 2720 NaN NaN NaN NaN
0.8 4 0.7 3 15 2 41 50 0.6 5 3 1 220.0 3740 2050 8 1760 1830 100.0 87.4 26.9 12.6
0.7 4 0.7 3 15 4 76 40 0.3 3 3 3 460 15324 3040 12 5520 2580 61.9 57.6 11.9 6.8
