typicalFacadeGlazingRatio typicalFacadeWindowWidth groundFacadeGlazingRatio groundFacadeWindowWidth buildingDepth balconyWidth atriumArea aspectRatio groundFloorHeight typicalfloorHeight numberLevels groundSDA firstSDA groundASE firstASE
0.8 2 0.7 2 20 5 2700 0.5 5.3 3 4 100.0 35.9 24.4 14.8
0.8 2 0.9 4 38 1 2700 1.3 5.6 2.8 8 73.9 27.1 19.9 9.7
0.7 4 0.8 4 26 4 1200 0.7 4.4 2.8 9 77.3 29.8 19.4 9.6
0.8 3 0.8 3 35 5 3100 1.4 3.6 2.6 7 42.7 22.0 11.3 7.3
0.9 3 0.8 4 34 4 2400 1.1 3 2.9 1 31.9 37.0 8.8 13.7
0.7 3 0.8 2 27 6 1000 0.6 4.4 2.7 5 72.8 29.3 19.6 8.4
0.8 3 0.8 2 32 3 3600 1.4 5.3 2.7 5 85.9 28.7 22.2 8.8
0.9 4 0.9 4 21 3 2300 0.8 4.4 2.7 5 100.0 39.8 25.1 13.7
0.8 3 0.9 2 33 2 3100 1.2 5.7 2.9 2 100.0 32.4 24.0 11.5
0.9 4 0.9 3 25 4 1700 1.1 5.3 2.8 2 100.0 36.4 26.8 11.6
0.7 4 0.8 4 37 3 2600 0.7 3.7 2.7 2 43.9 27.4 13.1 7.4
0.8 4 0.8 2 26 6 2500 1.5 4.8 2.8 7 90.7 28.5 17.1 8.7
0.9 2 0.8 4 33 6 3900 0.7 5.6 2.7 2 97.3 23.4 19.3 9.4
0.9 2 0.8 2 27 1 2200 1.4 3.9 2.7 2 70.5 42.0 22.8 14.5
0.8 4 0.8 4 40 1 2200 1 5.6 2.6 4 73.0 26.2 20.6 8.9
0.7 3 0.8 4 28 2 2700 0.9 5 2.8 6 91.4 36.9 21.2 10.7
0.8 4 0.8 4 19 3 2200 1.2 3.2 2.5 2 75.7 45.3 15.1 12.2
0.7 3 0.9 3 31 4 1700 0.7 4.1 2.8 4 57.0 26.6 17.4 6.6
0.9 4 0.8 2 39 1 3400 0.7 5.2 2.5 8 60.2 25.5 19.4 9.1
0.7 2 0.8 3 21 5 1600 0.9 3.8 2.6 4 NaN NaN NaN NaN
0.7 3 0.8 4 33 4 2600 1.3 4.9 2.7 3 71.3 24.6 16.8 6.1
0.9 4 0.7 4 40 1 3800 0.8 5.4 2.6 4 65.5 27.6 21.8 11.0
0.8 2 0.9 2 36 4 3500 0.6 5.1 2.5 8 65.8 18.4 16.4 8.0
0.9 2 0.9 4 37 3 1800 1.2 5.6 2.7 4 79.9 23.4 18.9 8.6
0.9 2 0.8 4 28 6 1600 1.5 3.7 2.8 2 52.0 29.2 14.7 10.3
0.8 4 0.8 4 25 5 3600 1.3 3.3 2.7 1 57.1 48.2 14.4 16.7
0.8 2 0.7 2 16 6 2100 1 4.7 2.6 9 100.0 43.7 27.6 16.1
0.8 2 0.7 3 33 2 3100 1.5 4.7 2.5 8 58.2 21.8 16.6 7.8
0.8 4 0.8 4 25 2 2400 0.6 4.7 2.7 6 91.3 32.2 21.1 11.4
0.9 2 0.9 2 34 4 3100 1 4.3 2.8 10 55.5 23.1 14.8 8.7
0.8 4 0.9 4 25 6 2100 0.9 3.4 2.8 1 60.1 48.2 15.6 18.6
0.7 3 0.8 3 29 2 2800 1.5 3 2.6 5 36.4 28.8 11.9 9.0
0.9 3 0.8 3 37 4 3700 0.5 3.1 2.9 1 34.1 36.4 8.6 17.9
0.8 3 0.8 4 26 5 2900 0.9 4.6 2.5 3 94.6 25.3 20.0 7.4
0.9 4 0.8 2 25 2 2800 0.6 5.7 2.6 7 100.0 35.5 27.1 12.5
0.8 3 0.9 3 29 5 1200 1 6 3 1 100.0 45.5 26.8 17.4
0.9 4 0.7 3 38 3 2400 1 4.7 2.8 7 48.6 24.0 14.5 8.3
0.7 4 0.9 3 38 4 2600 1.4 5.9 2.6 3 90.5 19.1 21.4 6.3
0.7 2 0.8 4 34 2 2500 1 4.9 2.5 4 70.7 23.3 18.0 6.3
0.8 2 0.8 4 31 5 3600 1 3.8 2.9 3 51.4 26.0 13.9 9.6
0.9 2 0.8 3 20 4 3100 0.7 5 2.9 4 100.0 44.3 26.1 14.1
0.9 3 0.8 4 27 6 1200 1.2 3.2 3 1 45.8 51.4 11.7 18.8
0.7 3 0.7 3 26 1 3000 0.6 5.4 2.9 5 99.1 42.4 29.7 14.4
0.9 2 0.9 2 33 4 2900 0.7 5.7 2.9 4 95.0 25.6 19.9 9.6
0.9 3 0.8 4 30 6 2400 1.5 4.5 3 4 65.0 28.8 15.8 9.4
0.8 2 0.8 3 33 3 1200 1.3 5.4 3 10 78.4 26.8 19.1 9.5
0.8 4 0.7 4 15 5 1700 1.1 3.3 3 8 96.6 49.9 18.1 17.0
0.8 4 0.8 3 27 6 3900 1.4 3.3 2.6 7 43.3 27.1 13.9 8.5
0.9 2 0.9 3 35 4 3000 0.8 5.8 2.6 4 95.5 23.4 20.0 8.9
0.8 3 0.8 2 40 2 2600 1.5 4.5 2.7 2 52.8 26.3 16.3 8.9
0.7 4 0.8 4 20 4 3000 1.4 3.8 2.8 4 89.6 38.9 21.6 9.9
0.7 4 0.8 4 33 1 2900 1.2 4.2 2.7 8 54.3 29.6 18.8 9.1
0.9 3 0.8 3 26 3 3800 0.9 4.3 2.8 10 70.7 28.4 19.2 10.7
0.8 4 0.8 4 34 3 3300 1.2 4 2.6 1 55.4 33.2 15.6 11.4
0.8 2 0.7 4 40 1 3000 1 4.5 2.6 5 50.9 28.8 15.3 11.4
0.9 4 0.8 4 34 4 2100 0.7 5.7 2.7 7 82.6 24.0 18.0 9.6
0.7 3 0.8 3 28 1 2900 1.1 4.2 2.7 10 62.9 37.3 20.0 11.1
0.8 3 0.9 3 37 1 2100 0.6 3.6 2.6 6 42.0 30.3 12.0 9.4
0.7 4 0.7 4 38 6 2500 0.7 5.6 2.6 7 62.6 18.1 15.8 6.6
0.7 3 0.8 4 34 5 1300 1.3 4.8 2.8 10 63.8 24.3 15.1 7.6
0.8 3 0.7 2 36 2 3000 1.5 5.3 2.8 7 61.8 24.0 17.6 9.1
0.7 4 0.7 4 30 3 2500 0.8 3.9 2.9 6 49.3 27.8 14.6 8.5
0.7 3 0.9 3 31 3 2200 0.6 4 2.7 6 55.3 24.5 15.9 7.1
0.9 4 0.7 4 22 2 3300 1.3 3.3 2.6 10 52.5 34.2 13.2 12.3
0.8 3 0.7 3 26 5 1100 1.3 4.1 2.8 4 64.3 31.0 15.8 10.7
0.9 4 0.7 2 31 1 1800 1.2 5.5 3 6 84.0 37.5 23.0 12.2
0.8 4 0.8 2 15 3 3500 1.1 4.9 3 3 100.0 89.7 37.2 17.2
0.8 2 0.9 3 23 4 2300 1.5 3.9 2.8 10 76.6 31.5 18.9 11.0
0.9 3 0.8 2 26 1 1200 1.1 4.1 2.6 3 74.8 42.5 24.8 14.6
0.8 4 0.9 2 30 4 3000 1.4 3.1 2.6 10 39.0 25.3 9.5 7.9
0.7 3 0.9 3 30 4 2800 1 4.7 3 9 72.9 26.3 16.6 8.3
0.8 3 0.8 4 32 4 2300 1.5 3.7 2.6 2 49.0 27.7 14.7 8.0
0.9 4 0.8 2 29 5 1500 1.2 5.3 2.7 9 91.8 27.6 20.5 10.3
0.9 2 0.8 3 21 6 3600 1.1 4 2.6 4 92.1 NaN 21.3 NaN
0.8 2 0.9 2 39 5 3400 1.3 3.4 2.8 6 34.5 20.7 10.5 7.5
0.8 4 0.8 4 31 6 3600 1.2 4 2.8 3 54.5 25.4 14.2 8.9
0.8 2 0.8 2 27 6 3400 0.8 4.2 2.5 6 64.9 24.7 17.9 9.2
0.8 4 0.9 3 23 6 3800 0.8 3.8 2.6 6 73.4 30.1 19.5 10.1
0.9 2 0.7 3 25 1 2700 0.7 3.2 2.5 3 53.8 44.6 17.3 20.6
0.9 2 0.9 3 30 3 3900 1.2 3.2 2.7 4 43.9 31.6 13.9 9.4
0.9 3 0.8 4 18 2 1100 1.3 3 3 10 59.7 51.3 14.2 15.2
0.9 4 0.8 3 32 1 3400 0.9 4.6 2.7 6 67.2 35.7 21.4 12.9
0.8 2 0.7 3 20 1 2200 1.5 3.2 2.6 7 59.6 45.9 16.1 16.1
0.8 3 0.7 3 33 2 1500 0.8 4 2.8 4 49.3 30.6 14.7 10.7
0.8 3 0.9 2 35 5 3800 1.3 3.2 2.9 10 34.0 22.3 11.1 7.9
0.9 2 0.8 2 27 5 1300 1.3 3.3 2.6 3 45.5 29.5 15.1 11.1
0.7 2 0.7 3 23 5 1200 1.4 5.7 2.5 5 100.0 26.1 24.8 8.6
0.8 4 0.7 4 39 6 3100 0.8 3.4 2.5 5 29.8 18.2 9.9 6.7
0.7 4 0.9 3 37 4 1600 0.8 5.9 2.6 3 90.7 19.3 21.4 7.0
0.9 3 0.8 3 24 6 3900 1 3.6 2.8 10 59.3 30.9 15.5 11.7
0.7 4 0.7 2 21 1 3100 1.3 3.5 3 2 82.8 57.3 22.7 16.1
0.7 2 0.8 4 33 5 1500 1.1 3.6 2.7 4 42.3 24.8 12.7 6.5
0.7 3 0.9 3 30 2 1100 1 5.5 2.9 1 100.0 40.2 26.2 11.8
0.8 2 0.8 4 15 5 2300 1.5 3.3 2.8 10 98.6 45.5 20.2 15.8
0.7 4 0.7 2 39 1 3200 1.4 3 2.8 1 30.9 30.7 8.8 9.6
0.7 3 0.8 2 25 6 1300 1.3 5 2.5 10 99.0 23.8 18.7 8.4
0.8 4 0.8 2 17 4 1600 1.3 4.5 2.8 4 100.0 42.6 28.3 14.1
0.8 4 0.7 3 22 3 2000 0.5 4.4 2.7 8 93.2 31.4 21.1 10.9
0.7 3 0.9 2 37 6 3400 1.1 3.1 2.6 2 34.4 17.7 8.1 5.3
0.8 2 0.7 3 20 3 2100 1 4.2 2.6 2 100.0 44.6 23.8 12.9
0.8 3 0.9 2 19 3 1500 1.2 3.8 2.8 7 97.4 41.3 23.2 14.3
0.8 4 0.8 2 35 5 3500 1 3.1 3 3 33.4 25.3 8.5 8.1
0.8 3 0.8 2 18 4 1300 1.2 5.5 2.9 9 100.0 41.4 30.1 15.2
0.8 2 0.8 2 15 5 3800 1.5 3.2 2.9 5 96.1 45.4 15.9 15.5
0.7 3 0.9 2 16 1 3000 1.4 3.2 3 4 99.1 78.5 25.9 23.9
0.8 4 0.8 4 38 1 2500 0.6 5.9 2.8 9 72.3 26.0 19.2 8.5
0.8 2 0.8 3 37 4 3700 0.7 3.8 2.6 2 45.1 24.6 11.2 7.9
0.8 2 0.9 2 38 4 3600 0.7 5.2 2.8 9 64.5 20.7 16.1 8.2
0.8 4 0.8 2 36 4 2800 0.7 4 2.6 2 47.5 23.8 14.4 7.5
0.8 4 0.7 3 17 5 3900 1.5 4 2.8 1 100.0 91.3 22.5 28.6
0.9 4 0.8 3 15 3 1200 0.6 3.4 2.7 10 98.9 46.4 23.7 19.8
0.7 4 0.9 4 29 1 1200 0.6 3.1 2.7 4 42.6 34.3 14.8 11.3
0.9 2 0.8 3 19 6 3900 1.2 3.9 2.6 10 97.8 34.8 21.6 13.0
0.9 2 0.8 2 28 2 3200 1.2 5.5 2.9 6 99.4 38.0 26.1 12.0
0.7 2 0.9 3 19 2 3200 1.4 3.3 2.7 8 75.6 45.1 20.9 12.5
0.9 2 0.8 3 18 1 1100 0.5 5.6 3 5 100.0 58.0 34.6 18.2
0.8 3 0.9 3 39 2 1900 1.4 4.3 2.9 2 54.3 27.2 16.0 9.6
0.7 4 0.7 4 22 3 2400 1.3 3.7 2.6 1 85.2 53.3 22.0 18.1
0.9 2 0.8 2 28 2 2100 1.2 5.5 2.9 4 100.0 39.0 25.7 12.3
0.8 4 0.7 4 38 4 2800 0.6 4.7 2.5 7 48.6 17.4 13.0 6.8
0.7 3 0.8 3 34 1 1400 1 5.9 2.9 6 90.9 32.9 22.8 9.2
0.8 3 0.8 3 27 5 1500 1 4.3 2.6 2 75.4 29.1 19.4 10.1
0.7 4 0.8 2 17 4 3300 1.2 3.4 2.6 10 90.8 35.3 19.6 11.5
0.7 4 0.7 4 27 5 2100 0.9 5.8 2.8 1 100.0 44.2 24.8 16.4
0.9 4 0.7 2 37 3 3300 0.6 4.4 3 5 46.8 27.3 14.2 8.6
0.8 2 0.7 4 28 6 3400 1.1 3.1 2.9 6 38.7 27.0 8.6 10.0
0.7 3 0.8 4 34 6 3300 1.3 5.3 2.8 8 70.7 23.4 17.6 6.1
0.7 4 0.8 2 22 5 3500 0.7 3.4 2.7 9 57.5 32.9 16.8 10.6
0.9 4 0.9 2 40 6 2600 1 5.2 2.8 4 61.9 21.3 15.8 8.1
0.8 3 0.8 2 18 6 1900 1.1 3.5 2.7 9 88.6 39.2 20.3 14.7
0.7 4 0.7 3 33 5 1200 1.2 5.8 2.5 1 97.8 30.5 21.1 11.7
0.7 4 0.7 3 35 5 1500 1.3 3.5 2.7 1 39.7 33.2 11.9 12.0
0.8 4 0.9 3 25 2 3500 0.7 4.6 2.6 4 99.5 38.5 23.9 10.4
0.8 3 0.8 3 23 2 2900 1.4 5.5 2.9 2 100.0 49.2 33.5 15.5
0.9 4 0.9 4 17 1 2800 0.9 4.2 3 2 100.0 96.9 39.7 26.5
0.7 2 0.9 2 32 4 3800 0.6 5.2 2.9 6 84.1 23.3 18.1 7.2
0.9 3 0.7 2 24 6 3500 1.4 5.1 2.5 9 99.2 30.0 19.4 10.9
0.7 3 0.8 3 18 2 1600 1.2 5.8 2.6 9 100.0 36.2 31.1 10.6
0.7 3 0.9 4 29 6 2500 0.9 5.5 2.8 3 100.0 26.3 21.4 8.2
0.7 2 0.7 3 37 1 3100 1.5 5.7 2.9 6 71.1 30.0 21.7 9.6
0.7 4 0.8 4 32 2 2700 0.8 4.3 2.9 8 55.9 30.1 17.0 9.2
0.8 3 0.7 2 16 6 2600 0.7 5.4 2.5 2 100.0 40.0 32.1 14.9
0.7 3 0.8 4 36 4 3400 0.9 3 2.8 4 28.8 23.6 8.3 6.7
0.9 2 0.9 3 32 1 3200 1 3.3 2.6 4 45.4 34.7 16.8 11.9
0.8 4 0.8 4 37 4 3500 0.7 5.5 2.7 8 67.3 21.7 16.5 7.5
0.7 3 0.9 4 34 1 2000 1.2 4.3 2.8 9 56.4 28.9 16.3 7.5
0.7 4 0.7 4 20 5 3900 1.3 5.1 2.9 4 100.0 35.0 25.5 10.5
0.9 3 0.9 4 38 4 3500 0.8 3.3 2.7 8 34.5 20.8 10.5 8.1
0.8 3 0.8 2 38 2 2000 1 5.8 2.8 1 96.0 31.3 21.9 13.5
0.8 2 0.9 2 26 6 1800 0.8 3.3 3 6 53.5 30.8 14.9 11.7
0.8 2 0.8 4 26 1 2800 0.6 5.5 2.8 10 100.0 36.3 26.4 12.6
0.7 4 0.8 4 17 6 1200 1.1 3.2 2.5 10 79.7 33.5 15.9 12.9
0.9 4 0.8 2 21 2 3900 0.7 3.3 2.6 1 84.1 56.3 22.2 23.1
0.9 4 0.7 3 22 2 2500 0.9 4.5 2.5 9 94.4 36.8 25.1 14.6
0.9 2 0.7 2 28 6 3700 0.5 4.4 2.7 6 64.0 25.0 14.8 10.7
0.7 4 0.8 4 23 2 2300 1.2 4.5 2.8 3 100.0 46.4 27.2 13.8
0.7 3 0.8 2 36 4 3400 1 4.9 2.6 1 71.6 29.5 16.4 9.7
0.8 2 0.8 2 18 4 2900 1.3 5.5 2.8 4 100.0 42.3 35.5 13.9
0.9 4 0.9 2 36 4 3000 1.3 5.5 2.6 2 92.6 24.2 19.6 8.2
0.8 4 0.7 3 16 5 2500 0.7 3.7 3 10 99.1 42.6 20.2 15.7
0.8 3 0.7 4 27 4 2700 1.4 5.7 2.9 10 99.3 28.6 21.0 10.2
0.9 3 0.9 3 18 3 2800 0.6 4.4 2.9 10 100.0 41.1 25.5 16.0
0.7 4 0.9 4 23 3 2600 0.7 6 2.8 9 100.0 31.2 29.0 10.0
0.8 2 0.8 4 32 5 3700 0.8 3.7 2.8 9 46.4 23.7 12.3 9.3
0.9 4 0.8 3 30 2 1300 0.9 3.9 2.6 4 56.3 32.7 19.6 11.4
0.8 3 0.8 2 21 5 1000 0.9 4.9 2.5 10 100.0 33.3 23.5 12.9
0.7 2 0.9 2 39 1 2400 1.5 5.9 2.9 4 85.4 27.8 23.8 8.3
0.9 2 0.7 4 15 2 3500 1.3 3.3 2.8 5 98.3 70.2 23.9 21.0
0.7 2 0.7 3 35 5 1400 1.1 5.1 2.9 1 69.3 34.9 16.7 12.7
0.8 4 0.9 4 38 3 3000 0.8 3.9 2.6 6 44.3 23.8 14.8 6.8
0.8 3 0.9 2 29 1 1800 1 5.3 3 7 96.8 35.3 25.0 12.7
0.8 2 0.8 3 20 6 1100 1.4 4.5 2.6 7 100.0 36.3 22.3 12.9
0.8 2 0.7 3 36 3 2000 0.8 4.7 2.7 2 58.6 27.5 16.4 9.0
0.8 3 0.7 4 16 2 3100 1.4 3.4 3 5 91.7 69.4 21.4 19.9
0.9 4 0.8 3 31 5 2600 0.6 5.1 2.7 10 76.4 24.1 16.8 10.0
0.9 3 0.7 4 24 5 2000 0.9 3.4 2.8 8 49.5 32.7 14.9 12.4
0.8 4 0.7 2 31 5 1500 1.5 4.9 2.5 2 71.6 22.9 17.3 8.0
0.8 4 0.8 3 26 3 1600 1 4.7 3 5 87.4 36.9 20.9 12.0
0.8 2 0.8 3 37 5 3600 0.8 5.5 2.8 1 88.5 34.2 17.8 14.3
0.7 4 0.7 2 30 5 2200 0.9 4.3 3 10 55.4 26.7 15.1 8.7
0.8 4 0.9 3 26 3 2900 0.8 5.5 2.5 2 100.0 32.3 29.4 9.3
0.8 2 0.7 3 26 2 2300 0.5 3.2 2.5 8 39.8 25.8 7.4 10.6
0.8 4 0.8 3 39 2 3500 0.8 5.2 3 7 58.9 26.4 17.6 8.6
0.9 3 0.9 3 20 6 3700 1.4 5.5 2.6 9 100.0 33.9 25.5 12.2
0.7 3 0.8 4 22 2 1300 0.8 4.9 2.8 7 100.0 36.9 24.5 11.4
0.9 3 0.7 2 18 3 1700 1.4 5.4 2.8 5 100.0 44.3 32.9 14.8
0.8 2 0.8 3 30 2 2300 0.8 5.3 2.9 5 92.2 33.4 24.0 12.2
0.8 3 0.8 3 16 1 2900 0.7 3.9 2.6 4 100.0 66.5 41.4 27.0
0.8 4 0.8 4 39 5 3000 0.8 4.6 2.5 8 50.2 17.8 13.4 6.8
0.9 3 0.7 3 19 3 2900 1.4 4.7 2.5 4 100.0 38.9 27.6 13.4
0.9 2 0.8 2 34 2 1700 0.7 5.1 2.6 9 66.4 25.6 17.7 9.9
0.7 4 0.8 4 33 4 1500 1.2 3.3 2.7 2 41.0 26.6 11.8 7.5
0.8 4 0.8 4 33 6 1800 1.1 4.9 2.7 5 66.1 25.0 15.9 8.5
0.9 3 0.9 4 27 1 1200 0.9 5.8 2.7 6 100.0 37.2 29.6 13.4
0.9 3 0.8 2 27 4 2200 1.3 3.1 2.9 7 40.3 30.3 10.5 10.5
0.8 3 0.8 4 32 5 2600 0.7 4.6 2.8 4 63.5 24.2 15.9 9.2
0.9 4 0.8 3 17 4 2300 1 4.6 3 7 100.0 47.5 27.2 14.9
0.8 2 0.7 4 29 2 1000 0.8 4.8 2.5 9 70.1 25.2 18.3 8.6
0.9 2 0.7 3 24 5 2000 0.7 3.4 2.7 10 49.5 31.7 16.0 12.8
0.8 4 0.7 4 40 4 3200 1 4.3 2.8 10 39.8 20.9 11.8 7.4
0.9 3 0.9 2 33 4 2200 0.5 4.7 2.9 3 65.8 25.3 16.0 10.0
0.9 2 0.8 3 19 6 1600 1.2 3.3 2.9 4 68.2 41.9 17.8 14.7
0.8 4 0.9 2 15 1 3200 0.7 4.6 2.8 10 100.0 61.9 36.0 19.6
0.8 4 0.8 2 40 4 3600 0.8 5.1 2.9 2 62.5 25.9 15.5 7.3
0.9 4 0.7 4 25 2 3200 0.8 5.7 2.5 4 100.0 39.3 31.5 13.7
0.9 3 0.8 2 30 3 3700 1.1 3.2 2.8 8 38.0 26.2 11.4 9.6
0.7 3 0.7 3 24 1 3500 0.9 3.2 2.8 8 45.5 40.1 13.8 12.4
0.7 2 0.9 3 16 4 3100 1.2 5.7 3 1 100.0 97.8 39.9 26.0
0.7 3 0.7 4 15 1 2200 0.6 3.5 2.9 4 100.0 71.2 31.6 19.4
0.8 3 0.7 2 33 5 2800 0.6 4.8 2.7 8 58.4 23.5 15.5 9.6
0.9 3 0.9 3 30 2 1200 1.2 4.2 3 2 70.4 39.7 20.9 13.2
0.7 2 0.7 2 32 6 1300 1.3 5.9 2.9 6 90.0 26.0 19.4 7.6
0.7 2 0.8 4 27 4 2300 1.1 3.4 2.9 4 47.5 30.8 14.5 8.6
0.8 3 0.8 2 32 5 1500 0.7 4.6 3 2 66.7 28.2 16.8 9.5
0.9 2 0.8 4 35 6 2100 0.7 5 2.8 6 62.2 23.4 15.3 9.2
0.9 4 0.9 2 18 2 2900 1.2 3.9 2.8 5 100.0 53.2 29.3 18.2
0.8 2 0.8 2 31 6 1200 0.6 5.8 2.6 2 97.3 25.3 19.1 9.6
0.9 4 0.8 4 19 2 2600 1.5 3.7 2.8 3 94.9 57.4 23.9 19.3
0.8 4 0.8 4 27 6 1000 1.4 5.5 2.7 4 99.7 30.1 22.7 10.3
0.8 4 0.9 2 24 3 3300 1.1 3.4 3 9 54.3 32.5 15.7 10.9
0.8 2 0.9 2 36 4 3300 0.8 4 2.7 10 45.9 22.0 14.2 8.5
0.8 2 0.8 2 36 5 3100 1.4 5.6 2.9 10 71.4 22.5 16.5 8.1
0.8 4 0.8 4 28 2 2700 0.9 3.3 2.9 3 51.4 40.8 16.7 13.7
0.7 2 0.8 3 28 1 1200 1 5.4 2.7 4 100.0 39.7 28.7 11.9
0.9 4 0.9 2 20 6 1000 0.9 3.3 2.9 5 72.6 40.7 19.1 14.9
0.7 4 0.8 3 31 2 1600 0.8 3.9 2.6 1 58.3 32.4 19.9 11.8
0.9 4 0.9 4 34 4 3900 1.4 4.9 2.5 6 67.2 22.9 16.2 8.4
0.7 4 0.8 3 25 6 1400 1.3 4.9 2.8 8 97.7 29.8 18.9 8.8
0.7 2 0.7 3 33 4 2200 1.5 5.7 2.9 3 86.5 26.1 21.5 7.1
0.8 2 0.9 3 26 4 2900 1.5 3.6 2.9 10 57.9 28.4 16.9 10.0
0.8 2 0.7 2 29 5 1600 1.4 5.6 2.6 7 93.1 26.6 20.2 9.6
0.9 3 0.7 4 33 6 2700 1.1 5.5 2.6 10 73.6 23.9 18.1 9.0
0.9 2 0.8 4 36 1 3700 1.3 3 3 5 30.1 32.9 10.0 10.4
0.8 3 0.8 2 24 1 2000 1.3 4 2.9 3 84.3 47.5 25.6 16.0
0.9 2 0.8 2 26 3 3500 0.7 5.4 2.8 8 99.9 30.0 22.3 11.3
0.8 3 0.8 2 16 5 1800 0.6 4.5 3 5 100.0 44.0 26.7 17.3
0.8 3 0.7 3 15 4 2300 1.3 3.9 2.8 3 100.0 57.2 26.5 16.7
0.7 4 0.7 2 19 1 3100 0.6 5.3 2.7 1 100.0 67.4 47.5 25.9
0.7 3 0.9 3 25 6 3500 0.5 4.4 2.6 10 88.1 24.0 19.4 7.3
0.8 2 0.8 3 22 6 2300 1.2 4.5 2.8 9 98.7 32.3 20.0 12.1
0.8 3 0.9 4 25 2 1000 1 4.1 2.8 3 80.9 43.6 24.5 14.5
0.8 4 0.7 2 21 4 2000 0.7 5.1 2.9 10 100.0 35.2 23.5 13.4
0.8 3 0.8 3 16 1 2900 1.2 6 2.8 5 100.0 65.5 52.6 24.1
0.8 2 0.7 2 29 2 1900 0.7 4.9 2.5 3 86.1 30.1 23.9 11.2
0.8 3 0.7 2 32 5 1800 1.2 3.1 2.9 5 31.8 25.5 7.8 9.3
0.7 2 0.8 3 33 5 3500 1.1 3.3 2.9 8 36.4 23.8 10.8 7.1
0.8 2 0.7 4 31 5 2500 1 5.1 2.6 2 84.8 25.6 18.1 9.6
0.7 3 0.9 4 25 6 3200 0.5 5.5 2.7 4 100.0 27.1 20.4 7.0
0.7 4 0.8 3 22 1 3700 0.7 3.8 2.7 1 99.0 58.2 27.6 22.2
0.8 4 0.8 4 23 4 1400 0.8 4.5 2.7 3 97.2 34.9 22.6 11.7
0.8 3 0.8 3 19 2 2400 0.9 4.4 2.7 1 100.0 64.2 31.2 21.5
0.8 3 0.9 3 35 6 3000 1.1 3.8 2.7 3 46.9 22.4 13.8 7.7
0.8 3 0.7 4 37 1 1000 1.3 5.7 3 5 70.5 31.3 18.7 9.6
0.7 2 0.7 2 38 5 1000 0.8 4.4 2.9 4 46.8 23.1 13.7 7.1
0.7 2 0.8 3 22 2 3300 1.4 3 2.8 2 52.4 44.8 16.0 12.8
0.9 4 0.8 2 18 4 3600 1.4 4.3 2.8 10 100.0 39.7 23.0 13.4
0.8 3 0.9 2 38 6 1800 0.8 5 2.6 4 61.9 21.8 16.4 8.5
0.8 3 0.8 4 36 3 2000 1.2 3.7 2.8 1 45.4 33.4 13.8 12.3
0.9 4 0.8 4 25 2 2000 1.5 6 2.8 10 100.0 31.6 22.1 10.2
0.8 3 0.9 3 16 1 2800 0.8 3.7 2.9 2 100.0 94.4 34.9 25.1
0.8 2 0.8 4 35 6 3100 1.3 3.3 2.6 7 36.6 22.1 11.2 7.9
0.7 3 0.8 2 16 5 3500 1 5.4 2.8 1 100.0 90.7 33.8 27.3
0.8 3 0.9 4 36 2 2400 0.8 4.1 2.7 9 48.1 23.4 15.4 9.0
0.7 4 0.8 4 26 4 3100 0.8 4 2.7 8 63.8 27.8 17.1 9.4
0.8 4 0.8 2 22 1 3300 0.8 5.9 2.9 3 100.0 54.9 35.5 22.1
0.8 3 0.8 2 18 3 1800 1.1 3.5 3 5 88.6 53.6 22.7 14.8
0.7 4 0.9 2 34 5 2900 0.8 3.2 2.6 5 39.1 19.3 11.4 7.0
0.9 2 0.8 2 16 3 1800 0.9 5.8 2.5 4 100.0 48.2 39.1 17.6
0.8 4 0.9 3 22 4 1400 0.7 4.3 3 10 98.2 37.5 22.7 13.2
0.7 3 0.7 4 18 5 2800 1.1 5.2 2.8 1 100.0 67.9 31.1 19.6
0.8 4 0.9 4 37 4 3200 0.9 4.8 2.5 8 57.8 19.5 14.6 7.0
0.8 4 0.9 2 24 3 1400 0.9 5.9 2.8 8 100.0 32.3 28.3 11.9
0.9 3 0.7 2 15 2 1200 1.3 4.2 2.8 10 100.0 50.9 25.6 17.2
0.7 3 0.8 4 40 6 3000 0.6 4.1 2.8 3 41.8 19.6 11.8 5.0
0.7 4 0.9 2 33 2 1500 0.6 5.7 2.7 7 92.0 25.0 19.4 7.8
0.8 4 0.9 4 29 6 1200 0.7 3.5 2.7 9 51.8 27.7 14.2 9.9
0.8 3 0.8 2 36 6 1600 0.5 4.5 2.9 7 52.7 22.9 15.0 8.8
0.8 3 0.9 3 36 2 1700 0.7 5.6 3 1 99.2 34.7 23.0 13.9
0.7 3 0.8 4 16 3 3900 1.2 3.4 3 6 95.8 56.5 23.9 14.1
0.7 4 0.8 4 39 3 3600 1.2 5.7 2.6 4 75.5 20.3 18.8 6.2
0.8 4 0.8 2 20 2 2700 0.8 5.5 2.8 2 100.0 55.9 38.4 17.8
0.8 2 0.8 3 21 1 1800 1.4 5.9 2.9 2 100.0 56.5 39.9 18.2
0.8 3 0.9 2 15 4 3000 1.5 3.3 2.6 8 99.2 44.1 22.7 15.8
0.9 2 0.8 2 20 3 3500 1.5 3.9 2.7 7 89.9 37.2 22.2 12.0
0.8 4 0.7 4 24 1 1800 0.7 6 2.8 1 100.0 50.2 37.3 18.4
0.7 3 0.8 3 31 3 3800 1.2 3.5 3 4 47.2 35.2 13.5 9.7
0.9 4 0.9 4 33 3 2900 0.9 5.8 2.6 6 97.0 24.7 23.5 9.3
